date,"1호선
설화명곡
(1_1_total_kwh)","1호선
월배기지
(1_2_total_kwh)","1호선
서부정류장
(1_3_total_kwh)","1호선
반월당
(1_4_total_kwh)","1호선
신천
(1_5_total_kwh)","1호선
방촌
(1_6_total_kwh)","1호선
안심
(1_7_total_kwh)","2호선
문양기지
(2_1_total_kwh)","2호선
대실
(2_2_total_kwh)","2호선
성서산단
(2_3_total_kwh)","2호선
죽전
(2_4_total_kwh)","2호선
반고개
(2_5_total_kwh)","2호선
대구은행
(2_6_total_kwh)","2호선
만촌
(2_7_total_kwh)","2호선
대공원
(2_8_total_kwh)","2호선
사월
(2_9_total_kwh)","2호선
영남대
(2_10_total_kwh)","3호선
칠곡기지
(3_1_total_kwh)","3호선
팔달시장
(3_2_total_kwh)","3호선
남산
(3_3_total_kwh)","3호선
범물기지
(3_4_total_kwh)","1호선
설화명곡
(1_1_peak_kw)","1호선
월배기지
(1_2_peak_kw)","1호선
서부정류장
(1_3_peak_kw)","1호선
반월당
(1_4_peak_kw)","1호선
신천
(1_5_peak_kw)","1호선
방촌
(1_6_peak_kw)","1호선
안심
(1_7_peak_kw)","2호선
문양기지
(2_1_peak_kw)","2호선
대실
(2_2_peak_kw)","2호선
성서산단
(2_3_peak_kw)","2호선
죽전
(2_4_peak_kw)","2호선
반고개
(2_5_peak_kw)","2호선
대구은행
(2_6_peak_kw)","2호선
만촌
(2_7_peak_kw)","2호선
대공원
(2_8_peak_kw)","2호선
사월
(2_9_peak_kw)","2호선
영남대
(2_10_peak_kw)","3호선
칠곡기지
(3_1_peak_kw)","3호선
팔달시장
(3_2_peak_kw)","3호선
남산
(3_3_peak_kw)","3호선
범물기지
(3_4_peak_kw)","휴일
(is_holiday)","승객수
(passengers)"
2024-02-09,18459,52057,37236,23526,29962,26536,51310,31420,10205,23967,28348,30892,22595,17099,21726,24945,17529,29573,22297,29517,19650,1363,3034,2458,1524,2004,1738,3155,1603,674,1562,1831,1949,1561,1109,1394,1649,1090,1809,1535,1794,1238,1,107462
2024-02-10,17339,53829,36100,22095,30674,24933,52151,30340,9507,25027,26635,31054,24155,17216,22987,21911,18121,29496,21803,29286,19822,1112,2988,2263,1490,2033,1724,2957,1685,634,1646,1819,2083,1686,1171,1771,1411,1378,1783,1549,1791,1215,1,71240
2024-02-11,18143,53582,37679,22820,31224,24868,55569,33014,9666,24438,29670,31088,26189,17179,25017,22821,19817,31269,21610,26296,22615,1183,2827,2309,1561,1918,1549,3024,1716,614,1752,1721,2018,1622,1171,1663,1446,1337,1760,1276,1771,1296,1,116255
2024-02-12,17018,53524,41570,23182,31168,28183,48430,31016,9530,24797,28296,33766,23396,17952,24069,24035,16669,30254,20562,29420,20189,1221,3019,2688,1707,2060,1878,2918,1709,593,1697,1872,2064,1640,1178,1666,1444,1236,1532,1397,1858,1204,1,129403
2024-02-13,17881,56708,35320,25877,31648,28274,53367,33978,486,32210,29164,35473,24327,18278,22477,24595,17581,29997,22334,29164,20948,1160,3535,2614,1782,2433,2116,2932,1848,209,2182,2189,2462,1830,1507,1565,1834,1178,1884,1763,1860,1434,0,176914
2024-02-14,17570,53162,38400,24207,31885,29966,48515,30944,0,31161,29075,34345,24151,19049,21806,25450,17366,29025,20976,27279,20157,1102,3494,2618,1707,2122,2039,2840,1764,0,2172,2105,2129,1772,1469,1418,1699,1330,1676,1624,1740,1299,0,175762
2024-02-15,13680,56567,36001,25257,30413,29556,48510,26672,8883,25873,28247,29780,27957,18338,23722,22304,17535,25929,22428,27646,19323,947,3838,2568,1928,2016,1995,2922,1546,595,1870,2054,2030,1843,1406,1656,1674,1246,1665,1610,1964,1397,0,173952
2024-02-16,16504,56661,39362,23705,30610,27168,54258,30577,9214,25204,28451,30764,26520,19196,21911,23045,17999,31266,22748,29707,20477,1077,3622,2741,1755,1999,2145,3068,1613,657,1692,1956,2018,1724,1558,1435,1548,1289,1688,1708,1843,1351,0,191842
2024-02-17,16703,54457,35501,24011,30437,28740,48577,30340,9997,24410,27100,31373,21692,18166,23339,23326,17797,28835,22060,28142,19490,1119,2974,2347,1809,2091,1983,2665,1507,697,1639,1718,2086,1475,1445,1524,1632,1253,1535,1411,1644,1149,1,177736
2024-02-18,17268,48708,37225,24359,28228,27570,50074,28732,9378,23317,23687,33442,22435,17969,19462,24389,17446,29735,18831,29776,18747,1117,2676,2422,1692,1720,1755,2794,1500,586,1562,1639,1963,1463,1154,1253,1661,1258,1731,1143,1719,1045,1,129021
2024-02-19,14987,54257,44560,127,49613,31957,43620,25379,9407,24218,28109,30010,23756,19211,21454,22505,17893,24959,21632,28606,17895,970,3437,3185,369,3494,2364,2640,1560,628,1639,1949,1889,1659,1618,1481,1734,1325,1561,1584,1999,1189,0,168518
2024-02-20,15727,54122,45218,0,49321,28980,47854,25931,9632,26449,27329,29143,22514,21512,22540,24429,16273,27877,22483,29467,19453,1110,3607,3307,0,3274,1932,2928,1522,614,1903,1901,1906,1597,1673,1555,1841,1061,1748,1532,1840,1296,0,169199
2024-02-21,15860,55489,41286,21531,30378,28497,51635,27050,9046,25396,28540,28477,24530,21688,24511,24382,16809,31140,23419,27456,23909,1068,3540,3379,1617,2029,1955,3022,1514,557,1956,2016,2045,1682,1562,1778,1670,1202,1783,1670,1858,1506,0,170329
2024-02-22,16481,55771,40081,23083,31051,28672,54334,28468,9382,26479,28738,29528,24679,18269,24821,26610,16617,34206,22191,30347,21977,1110,3434,2914,1657,2127,2072,2980,1634,760,1834,1999,2078,1638,1476,1764,1870,1171,1947,1682,2022,1411,0,172012
2024-02-23,14733,59702,40550,22166,31922,29184,55615,31963,9712,26026,28423,30953,24773,18264,22715,28503,16594,32609,23641,30119,22211,1012,3835,3391,1580,2047,2118,3272,1764,589,1726,2021,2170,1715,1498,1562,1751,1157,1823,1699,1958,1509,0,189936
2024-02-24,13861,55491,36050,23641,31136,28717,49418,29570,9305,25952,27537,29589,22947,17641,23110,22984,16939,29865,23203,29228,21352,925,3158,2376,1615,2210,1941,3003,1558,612,1675,1762,1822,1601,1147,1519,1782,1034,1731,1532,1788,1342,1,169141
2024-02-25,13570,56102,35438,23264,29225,27616,46600,30643,9065,23704,26594,28980,22420,17231,22063,19215,19074,26045,25551,27747,21632,991,3132,2333,1490,1895,1880,2721,1603,564,1423,1841,1795,1469,1106,1469,1246,1178,1431,1552,1699,1284,1,125993
2024-02-26,15638,57421,39300,23682,31383,28292,52886,29851,9839,25728,29227,29626,24443,18156,22761,23048,16947,30596,23431,28693,22049,1091,3660,3029,1715,2367,1951,3116,1596,780,1788,1975,2189,1644,1483,1505,1603,1097,1757,1765,1950,1489,0,178278
2024-02-27,15725,60656,40648,23743,31405,29392,55283,31079,9952,26064,29099,29686,23123,19827,21269,25261,16959,31329,23160,29386,22482,1002,3545,2911,1928,2302,2122,3084,1714,708,1730,1980,2093,1571,1596,1447,1816,1109,1647,1725,1944,1328,0,177755
2024-02-28,17748,54760,44728,22062,30022,28072,56404,27008,9823,26290,29053,30404,24332,20938,19361,25224,17114,30707,22970,28744,22147,1202,3559,3319,1452,2143,1855,3118,1790,687,1798,1970,2167,1613,1488,1303,1788,1159,1636,1630,2013,1446,0,181626
2024-02-29,15440,57254,39007,23325,31250,28647,53883,27405,9460,26365,29233,30284,22686,21205,19746,24197,17033,32234,23637,29727,22129,1177,3610,2748,1611,2029,2158,3122,1620,622,1690,2009,2148,1586,1577,1414,1680,1140,1814,1696,2016,1382,0,172437
2024-03-01,14868,54938,37417,22172,29979,26431,52704,28637,8942,25151,26759,29912,20334,19589,21139,22838,16517,30196,23895,31358,20624,1131,3247,2270,1680,2072,1705,2774,1786,591,1805,1829,1793,1436,1358,1399,1478,1109,1570,1469,1872,1287,1,149926
2024-03-02,15880,57154,37133,23547,29371,28710,55070,33573,9355,24178,27365,30678,23125,19004,21877,22629,17218,30634,23995,31975,20853,1133,3221,2455,1605,2091,2079,2986,1786,636,1526,1978,1822,1651,1337,1586,1676,1166,1607,1613,1907,1342,1,159901
2024-03-03,16329,49642,37817,22116,29132,26932,48388,28792,8967,24884,26518,31593,22459,19931,20380,23531,16885,29987,21390,29074,19598,1079,2803,2575,1515,2049,1832,2715,1440,580,1584,1812,2105,1626,1284,1330,1459,1130,1596,1446,1728,1264,1,125970
2024-03-04,15413,59811,38844,23710,32569,29928,51879,29645,10175,26890,31229,31885,25495,21459,21319,25134,17558,30789,21633,26603,22633,1102,3516,2606,1755,2081,2152,2966,1646,745,1968,2280,2299,1795,1589,1658,1799,1212,1656,1693,1895,1477,0,180129
2024-03-05,14276,55895,38777,23448,28885,29646,49307,25514,8783,25750,28937,30175,22257,19853,20022,23810,16487,29231,21704,29098,20874,924,3540,2794,1574,2051,2229,2780,1517,637,1757,2026,2052,1770,1452,1534,1805,1193,1814,1630,1944,1322,0,168464
2024-03-06,14306,55310,39260,22984,28317,28687,48474,25472,9274,26551,30456,27554,23870,19630,19813,24301,16730,31430,20968,26723,22082,902,3319,2717,1640,2010,1893,2890,1582,707,1766,2028,1867,1738,1394,1507,1676,1140,1699,1500,1866,1460,0,184151
2024-03-07,15522,53006,40820,22432,28182,28177,50039,26187,8913,26357,28061,30076,23147,19390,20752,24528,16578,29498,22192,29448,20048,1041,3504,2837,1609,1955,1922,2893,1646,570,1973,2014,2124,1651,1488,1474,1918,1202,1642,1558,1886,1426,0,180074
2024-03-08,16761,52952,42886,22380,30828,28066,52225,30697,9400,26357,28226,30694,25464,20053,21896,21276,18002,32167,21576,29313,20762,1252,3545,2971,1763,2108,1933,3001,1589,741,1906,2009,2018,1791,1618,1601,1467,1277,1812,1538,1956,1460,0,194136
2024-03-09,16125,53519,37488,24346,30372,28014,50556,30370,9131,26037,26411,29905,23008,19293,20806,24024,16378,30393,21288,29666,18480,1046,3113,2614,1707,2125,2020,2678,1517,670,1742,1879,2076,1657,1344,1440,1588,1121,1630,1495,1760,1143,1,171969
2024-03-10,13333,52898,35995,23169,28146,26340,50980,29696,8641,23213,25778,30112,21417,18316,20719,22344,17016,31405,18215,27802,19469,981,2878,2350,1548,1981,1732,2784,1454,551,1510,1738,1855,1469,1193,1459,1482,1224,1740,1092,1673,1233,1,130724
2024-03-11,17301,49174,45939,23291,32040,28648,48042,29270,9142,26965,28059,31057,21738,20578,21091,23442,16762,30262,20782,29320,18966,1185,3305,3238,1832,2206,1899,2867,1514,643,1834,1802,2362,1711,1414,1423,1832,1205,1924,1604,1878,1212,0,181722
2024-03-12,15812,49436,45626,22339,29735,28411,50779,26393,9165,25964,28932,30421,22204,20443,21194,22590,16969,29916,21056,28892,19215,1010,3161,3305,1626,2221,2241,2861,1687,678,1834,2009,2198,1651,1409,1500,1565,1150,1650,1428,1878,1388,0,177736
2024-03-13,16514,52121,42660,22982,26393,32088,51400,28528,9863,24681,29555,33093,19825,23002,31773,150,27780,29807,19884,29794,17281,1060,3482,2878,1615,2127,2089,2978,1589,707,1855,2076,2220,1730,1613,2134,401,2153,1665,1604,1970,1195,0,184941
2024-03-14,17094,53149,43382,23514,29777,33158,48594,29052,9300,27292,29275,31754,20501,23676,29877,0,30658,29329,19302,27628,18415,1139,3679,3036,1636,2162,2308,2974,1651,653,1925,2131,2282,1540,1812,2112,0,2153,1685,1541,1999,1164,0,186363
2024-03-15,15270,51972,43946,24228,28722,31157,46513,25841,9378,24881,29527,33083,18512,23934,20615,23079,17401,28067,19889,28774,17073,1127,3173,3622,1809,1970,2156,2817,1567,645,1678,2158,2400,1331,1706,1459,1711,1291,1619,1362,2131,1138,0,197999
2024-03-16,15911,45440,41425,24966,23265,31519,44388,24531,9046,25176,25780,33197,16750,23420,21218,23343,17593,26571,17423,26546,17994,1039,2882,2815,1793,1703,2208,2554,1488,637,1704,1752,2285,1119,1548,1457,1505,1162,1397,1486,1607,1129,1,180520
2024-03-17,14839,45673,36563,23496,22986,29136,41848,21689,8277,26294,24647,28532,16957,21802,20995,20136,16978,21982,19055,26168,15250,998,2657,2465,1674,1536,2022,2373,1224,513,1745,1920,1870,1094,1411,1430,1275,1200,1339,1247,1575,919,1,129982
2024-03-18,14317,51703,42745,25078,23999,31050,47434,27397,8875,26461,28237,30415,17705,24698,21031,23080,17217,28688,19675,26772,18102,968,3497,2928,1972,1716,2483,2851,1517,680,1963,2167,2052,1288,1831,1438,1657,1260,1587,1492,1716,1120,0,181323
2024-03-19,13917,53714,39450,24352,24391,30912,46985,24368,8979,26655,28531,31154,18807,22493,19526,25366,16557,26299,19237,27484,16993,1035,3367,2630,1851,1713,2141,2876,1529,668,1951,2002,2119,1334,1618,1342,1903,1210,1621,1308,1754,1120,0,178369
2024-03-20,17018,52112,39857,23820,25601,28728,50638,27227,8869,26591,28361,30656,19745,21358,20933,24069,16754,30735,19623,27721,19458,1281,3422,2892,1605,1699,2066,2882,1529,589,1800,2018,2040,1530,1639,1536,1807,1342,1656,1426,1817,1175,0,184067
2024-03-21,16322,53503,44101,22600,24225,32531,51393,28369,8896,26329,28456,31263,18553,23472,18779,24760,16819,29324,20322,28187,18644,1098,3420,3278,1538,1678,2244,2736,1577,670,1930,2016,2095,1365,1807,1524,1874,1181,1601,1584,1814,1149,0,186265
2024-03-22,14853,53307,39800,24423,26245,28554,49986,27619,9278,25938,27263,31683,19681,22954,20808,21592,18002,29490,18635,28079,17857,948,3497,3017,1732,1826,2079,3151,1498,645,1932,1966,2146,1501,1750,1498,1730,1262,1711,1558,1737,1172,0,195470
2024-03-23,15589,46183,40021,24305,23702,31313,42737,22643,8927,25445,26189,30725,17731,21826,20551,23314,16511,22682,17747,24780,17592,1027,2887,2899,1711,1607,2139,2544,1351,591,1747,1812,2006,1125,1522,1538,1736,1111,1446,1123,1578,1158,1,176747
2024-03-24,14801,46495,36229,23514,23942,28316,44433,22124,8404,22069,26909,29189,17641,19244,20017,22669,15413,21365,18840,26985,15507,943,2897,2366,1548,1757,1882,2515,1286,534,1510,1750,1733,1221,1286,1426,1463,1001,1287,1356,1558,919,1,124105
2024-03-25,15335,51998,40131,23315,24864,30047,46038,24345,9036,25706,27523,30064,18504,22649,20741,22380,16180,25384,19745,28187,17050,1148,3394,3466,1578,1630,2145,2861,1433,634,1894,1778,1999,1300,1632,1382,1553,1207,1610,1443,1800,1428,0,174494
2024-03-26,17059,49337,43544,22732,24222,33666,44286,24706,8847,25784,28012,30931,17577,19470,120,48563,14713,25509,19840,28676,17497,1169,3329,3314,1561,1578,2375,2548,1414,612,1906,2042,2030,1332,1574,269,3162,1176,1639,1500,2186,1215,0,176465
2024-03-27,16143,47695,45200,22944,24320,30368,47774,24785,8812,25834,27967,30047,18995,22156,19455,24542,16500,24326,20411,26633,16832,1123,3007,3197,1636,1659,2177,2797,1498,634,1783,1994,1930,1365,1661,1380,1930,1236,1561,1549,1768,1195,0,189402
2024-03-28,16069,51647,40609,22809,24322,30041,47302,23037,8657,27190,28391,30084,18631,20727,19670,26214,15790,25494,20193,28798,16900,1110,3458,3103,1653,1644,2010,2734,1382,628,1855,1999,2054,1340,1548,1310,1826,1075,1644,1385,2025,1187,0,169789
2024-03-29,15998,49969,43784,22830,25014,32414,44016,24414,8822,26461,28111,31546,19039,24295,20009,23238,17159,25070,18650,26792,16926,1110,3403,2947,1678,1653,2496,2659,1442,618,1985,1966,1982,1298,1716,1426,1707,1181,1535,1627,1783,1236,0,201096
2024-03-30,15650,46136,40504,23916,23127,30192,44247,22411,9845,25060,28877,28403,18281,23216,19916,24481,15922,24204,19907,24628,18376,1043,2762,2813,1640,1713,2004,2642,1265,724,1805,1961,1814,1238,1646,1579,1803,1162,1394,1426,1633,1115,1,171878
2024-03-31,14195,44960,38324,23042,23635,28478,42069,23024,8700,23679,25816,27150,17533,22507,20575,21785,16137,20645,19048,24767,17096,876,2686,2474,1544,1745,1862,2676,1344,549,1560,1870,1646,1183,1483,1277,1346,1061,1282,1247,1552,1117,1,141488
2024-04-01,15842,50100,42746,23746,24133,31943,45252,24798,9007,25574,29182,28309,18756,23169,19303,25952,16151,23483,20339,24171,18847,1023,3072,2990,1801,1728,2287,2653,1526,641,1706,1910,2090,1398,1728,1469,1715,1145,1437,1524,1693,1316,0,185400
2024-04-02,16434,47810,44655,23343,23429,33779,45918,23373,9456,26272,30340,32871,15653,26290,18615,28595,16549,23660,20122,24291,18290,1164,2974,3079,1701,1561,2358,2719,1392,680,1942,2098,2422,1313,2126,1366,1908,1188,1555,1532,1619,1244,0,185872
2024-04-03,16172,48740,40847,23728,23389,30638,45384,22925,9165,24568,27722,28763,18489,21704,19651,24428,16655,23659,19892,26374,16915,1066,3305,3062,1789,1559,2221,2715,1483,597,1632,2083,1918,1331,1601,1406,1853,1176,1454,1561,1742,1068,0,167525
2024-04-04,18239,46966,39429,23790,27575,27837,47730,22900,9530,25506,27248,29322,19470,22606,21988,21529,17473,23567,19977,25908,17591,1242,3022,3151,1738,2066,2097,2734,1378,655,1601,1980,2117,1686,1615,1481,1528,1205,1457,1475,1696,1313,0,183938
2024-04-05,16825,46660,43050,22826,28346,27608,47927,22880,8766,26442,25769,29491,20432,22051,20611,23760,16629,22186,20489,26346,17046,1135,2964,2738,1853,2014,2308,2893,1469,584,1882,1702,2196,1382,1622,1493,1582,1186,1405,1414,1731,1117,0,197324
2024-04-06,15288,47144,37925,23545,30323,28471,42474,21480,8666,25523,25717,28253,21048,20870,20168,22975,16829,20663,19870,25403,16194,973,2938,2741,1692,3291,1970,2653,1306,584,1721,1673,1759,1492,1498,1332,1619,1063,1305,1325,1552,1112,1,179300
2024-04-07,13323,47230,34822,23756,27624,26232,42149,21326,8786,22103,25525,29251,17357,23564,19912,22276,15906,18482,21480,26198,14926,812,2815,2270,1605,2317,1615,2440,1246,578,1490,1498,1798,1173,1500,1318,1319,1044,1198,1477,1538,1014,1,158425
2024-04-08,16037,48898,42082,23841,29907,28301,46044,21965,9364,26068,28171,30406,21791,22600,21191,24265,17245,22696,20534,24870,17531,1156,3214,3362,2003,2244,1920,2953,1505,639,1817,1975,2282,1622,1582,1490,1891,1195,1469,1472,1688,1210,0,180489
2024-04-09,14710,51356,38752,23692,29631,29552,43538,20647,9934,25168,27401,27922,20875,21581,21151,21340,16657,21083,22102,25300,17196,1073,3254,2990,1757,2156,2158,2690,1250,655,1814,2088,2016,1475,1553,1546,1549,1162,1365,1529,1696,1218,0,190848
2024-04-10,15780,45955,37235,21589,27430,26173,43422,19976,8201,24668,25640,25436,19673,20265,18179,23719,15092,21171,19631,23495,17752,1014,2647,2441,1670,2001,1740,2573,1195,526,1685,1680,1586,1421,1416,1262,1667,1015,1331,1428,1466,1123,1,142521
2024-04-11,16610,48632,40408,23539,29017,28421,46452,21900,8155,25969,26592,29433,20746,20617,19845,25025,15639,21952,20454,25068,17289,1288,3144,2638,1555,2630,2091,2928,1385,536,1774,1886,2189,1594,1433,1579,1730,1030,1443,1446,1656,1236,0,181799
2024-04-12,13802,52815,37482,24823,29192,30859,41998,22013,9030,27055,27284,31520,20518,21775,20502,24737,16220,20763,22286,26518,16883,924,3298,2880,1749,2373,1874,2673,1397,670,1812,1942,2165,1569,1598,1354,2056,1243,1382,1446,1751,1109,0,195410
2024-04-13,15938,43193,40817,23359,30193,29844,40182,20503,8640,25697,25766,30440,20191,21094,21720,21720,16202,20458,20231,26443,16270,1069,2923,2575,1703,2486,2016,2454,1315,574,1627,1860,1937,1290,1519,1582,1523,1150,1261,1446,1656,1034,1,169897
2024-04-14,17316,41687,37255,23061,31435,26545,40955,21429,8593,22761,24038,30014,17342,21384,20042,19041,17957,18698,20632,26929,14671,1112,2434,2280,1536,2713,1766,2415,1296,538,1476,1502,1908,1181,1426,1258,1261,1238,1178,1273,1751,924,1,129376
2024-04-15,16703,47804,40563,23348,28310,28548,43477,21565,8535,25362,26480,30874,20075,20257,19234,23072,16135,20457,20880,26447,16115,1181,2851,3302,1597,2269,1866,2667,1332,599,1865,1807,2136,1542,1440,1411,1720,1121,1310,1440,1610,1092,0,167344
2024-04-16,17223,48573,38142,23756,25561,26933,46346,21766,9625,25535,26651,30564,19267,22142,20029,23237,16120,22720,19917,26692,16973,1100,3305,2904,1571,1747,1747,2792,1291,637,1742,1829,2071,1398,1567,1332,1757,1147,1489,1524,1630,1071,0,184568
2024-04-17,16452,50178,39384,19991,27489,28263,45610,21351,9524,26765,27058,32246,20588,20444,21848,23555,17581,21735,20647,25939,17215,1108,3322,2873,1590,1972,2047,2895,1346,563,1730,1841,2268,1496,1495,1550,1653,1248,1385,1434,1737,1290,0,184710
2024-04-18,15224,51500,40061,24812,29165,28225,46469,21667,9536,27999,26596,31567,20708,23191,21345,23879,16998,21910,21102,26206,17048,1064,3274,2942,1836,2116,1949,2963,1284,691,1826,1838,2112,1382,1591,1438,1697,1262,1403,1475,1716,1287,0,181711
2024-04-19,15606,50479,39500,25654,28269,26621,48492,21355,9338,27365,26485,31424,22320,22670,21138,22500,17612,22923,20951,27387,15951,1110,3096,3127,1882,2003,1701,3026,1428,603,1836,1778,2112,1674,1471,1591,1484,1272,1428,1549,1958,1028,0,191716
2024-04-20,14119,49995,35862,23216,29048,28000,41458,19815,9296,25563,25593,29796,18877,21070,20404,21634,16204,21447,18469,25834,15790,920,3005,2503,1711,1891,2004,2515,1186,582,1637,1603,1884,1271,1476,1334,1402,1030,1305,1273,1584,999,1,152840
2024-04-21,13229,45023,38997,20542,29730,27732,38058,19952,7980,24011,25961,27443,17427,18611,19213,24055,13457,17297,21519,26500,15576,845,2695,2453,1444,2085,1776,2296,1157,488,1466,1565,1723,1160,1380,1368,1475,900,1011,1417,1558,930,1,124542
2024-04-22,15786,48494,39438,22236,28943,28809,42842,21361,8679,25547,25523,29392,21024,19290,19106,23152,15604,22259,19568,27475,15059,1164,3002,2971,1509,1857,1837,2707,1238,636,1788,1771,1922,1530,1478,1385,1782,1068,1368,1500,1613,1045,0,177725
2024-04-23,15503,48733,41064,21695,27334,27756,45368,22022,8931,25933,26843,28687,19204,20255,18648,25272,15254,22454,21203,27610,15816,1173,3353,3444,1644,1849,2087,3022,1442,747,1699,1867,1942,1425,1490,1370,1851,1078,1457,1570,1806,1063,0,176896
2024-04-24,14082,51682,39306,21267,29069,28868,42635,24440,10848,24800,27467,29956,19695,21519,18293,22926,16741,21031,21520,27793,15093,1041,3394,2645,1465,1887,2254,2609,1440,703,1721,2002,2124,1367,1594,1265,1713,1186,1382,1549,1820,1057,0,177890
2024-04-25,13912,50876,42004,21958,29530,27869,45747,24357,11676,27589,27353,29937,20641,21356,19419,24254,16477,21913,20588,27576,15599,970,3038,2933,1536,1868,1832,2799,1421,824,1850,1838,2064,1488,1495,1454,1636,1116,1423,1521,1650,1092,0,184835
2024-04-26,16519,49300,40463,24162,30080,26605,48506,21265,9014,28091,26079,31298,20760,21800,19263,23694,16472,22244,20511,27678,15111,1323,3377,2770,1693,2091,1872,2964,1231,588,1944,1786,2158,1548,1493,1394,1832,1087,1428,1460,1947,1068,0,199480
2024-04-27,14924,45197,44077,23316,28738,29325,43610,21520,9058,26313,26515,27434,21648,20678,20219,23196,16189,23028,18694,26170,15289,1029,2844,2868,1686,1985,1985,2803,1325,597,1800,1776,1781,1515,1337,1534,1674,1051,1362,1359,1780,1077,1,174596
2024-04-28,15836,45170,38768,22434,28367,26777,40773,20459,8952,25642,24280,27568,20697,21122,19521,21250,15550,22257,18793,26354,14564,1156,2705,2520,1651,1928,1822,2557,1207,582,1891,1560,1738,1392,1411,1498,1354,979,1313,1316,1760,919,1,131433
2024-04-29,16955,48115,39997,22787,28333,29207,43486,20924,9547,27807,26648,28930,18807,20964,20721,21482,16036,22751,19958,26741,15615,1160,3118,3185,1578,2022,2047,2705,1253,618,2155,1841,2050,1440,1486,1589,1471,1126,1515,1558,1904,1129,0,173795
2024-04-30,14557,50084,41675,25319,27353,28597,43530,21539,10253,31744,26630,30283,20282,20933,19843,23584,15817,22174,20172,27929,15032,1056,3163,2882,1761,1930,1805,2780,1294,647,1999,1802,2062,1478,1519,1373,1659,1157,1492,1541,1875,1060,0,188527
2024-05-01,14229,48844,39538,25454,28497,29099,42264,21355,8911,29109,24491,30463,19082,21641,18557,23441,15158,21334,19346,29783,13560,1014,3175,2887,1818,1983,2181,2502,1284,676,1793,1718,1906,1296,1682,1253,1551,1058,1328,1452,1777,1037,0,166098
2024-05-02,17110,47280,44983,23894,28606,27363,47692,22605,8789,24361,29778,30080,20576,21861,20287,23365,16121,23898,19186,27603,15240,1242,3031,3050,1862,1932,1980,2890,1488,651,1831,1910,1894,1580,1546,1433,1645,1188,1477,1423,1719,1066,0,188536
2024-05-03,15960,49645,44531,24339,29371,28332,47018,22622,9549,25165,32628,31203,21778,20601,20196,24989,15542,23012,21137,28874,15044,1129,3012,3106,1670,2076,1903,3030,1392,703,1896,2150,2112,1895,1344,1454,1766,1102,1489,1529,1892,1068,0,211904
2024-05-04,14195,49852,37421,24880,29000,29380,43275,22127,8781,24721,29282,30262,20789,19741,21004,24098,15166,21483,19552,27262,15090,941,3046,2333,1761,2091,2079,2746,1469,591,1697,1896,1906,1553,1370,1560,1609,1133,1319,1443,1780,942,1,179956
